"id","pmid","title","author","refrence","link"
"2567","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2568","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2569","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2570","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2571","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2572","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2573","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2574","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2575","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2576","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2577","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2578","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2579","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2580","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2581","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2582","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2583","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2584","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2585","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2586","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2587","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2588","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2589","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2590","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2591","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2592","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2593","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2594","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2595","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2596","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2597","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2598","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2599","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2600","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2601","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2602","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2603","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2604","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2605","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2606","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2607","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2608","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2609","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2610","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2611","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2612","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2613","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2614","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2615","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2616","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2617","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2618","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2619","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2620","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2621","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2622","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2623","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2624","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2625","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2626","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2627","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2628","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2629","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2630","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2631","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2632","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2633","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2634","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2635","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2636","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2637","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2638","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2639","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2640","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2641","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2642","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2643","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2644","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2645","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2646","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2647","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2648","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2649","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2650","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2651","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
"2652","24915368","ISOLATION AND CHARACTERIZATION OF PEPTIDES WITH ANTIHYPERTENSIVE ACTIVITY IN FOODSTUFFS.","Puchalska P1, Alegre ML, López MC.","Crit Rev Food Sci Nutr. 2013 Sep 2.","http://www.ncbi.nlm.nih.gov/pubmed?term=24915368"
